query_name,parent_smiles,inchi_key,inchikey_block,cardiotox_label,DICT_Concern,pert_id,sig_ids,match_method
LEVOFLOXACIN,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,GSDSWSVVBLHKDQ-JTQLQIEISA-N,GSDSWSVVBLHKDQ,1,most,BRD-K09471561,['REP.A005_HA1E_24H:H19'],inchikey
THEOPHYLLINE,Cn1c(=O)c2nc[nH]c2n(C)c1=O,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,ZFXYFBGIUFBOJW,1,less,BRD-K97799481,['REP.A025_HA1E_24H:B13'],inchikey
TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,IEDVJHCEMCRBQM-UHFFFAOYSA-N,IEDVJHCEMCRBQM,0,no,BRD-K07208025,['REP.A011_HA1E_24H:M01'],inchikey
GRISEOFULVIN,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,DDUHZTYCFQRHIY-RBHXEPJQSA-N,DDUHZTYCFQRHIY,0,no,BRD-K12423485,['REP.A010_HA1E_24H:C01'],inchikey
ITRACONAZOLE,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,VHVPQPYKVGDNFY-UHFFFAOYSA-N,VHVPQPYKVGDNFY,1,less,BRD-A23067620,['REP.A006_HA1E_24H:N07'],inchikey
ROSUVASTATIN,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O,BPRHUIZQVSMCRT-VEUZHWNKSA-N,BPRHUIZQVSMCRT,0,no,BRD-K82941592,['REP.A021_HA1E_24H:H13'],inchikey
INFIGRATINIB,CCN1CCN(c2ccc(Nc3cc(N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)ncn3)cc2)CC1,QADPYRIHXKWUSV-UHFFFAOYSA-N,QADPYRIHXKWUSV,0,no,BRD-K42728290,['LJP007_HA1E_24H:P19'],inchikey
azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,MQTOSJVFKKJCRP-BICOPXKESA-N,MQTOSJVFKKJCRP,1,less,BRD-K73794685,['REP.A024_HA1E_24H:B19'],inchikey
BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,LKJPYSCBVHEWIU-UHFFFAOYSA-N,LKJPYSCBVHEWIU,1,less,BRD-A29485665,['REP.A009_HA1E_24H:E01'],inchikey
PITAVASTATIN,O=C(O)C[C@H](O)C[C@H](O)/C=C/c1c(C2CC2)nc2ccccc2c1-c1ccc(F)cc1,VGYFMXBACGZSIL-MCBHFWOFSA-N,VGYFMXBACGZSIL,0,no,BRD-K75958547,['REP.A022_HA1E_24H:A13'],inchikey
CHLORAMBUCIL,O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,JCKYGMPEJWAADB-UHFFFAOYSA-N,JCKYGMPEJWAADB,0,no,BRD-K29458283,['REP.A009_HA1E_24H:D19'],inchikey
CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C,OFZCIYFFPZCNJE-UHFFFAOYSA-N,OFZCIYFFPZCNJE,1,less,BRD-A99939097,['REP.A026_HA1E_24H:N19'],inchikey
Sparfloxacin,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,DZZWHBIBMUVIIW-DTORHVGOSA-N,DZZWHBIBMUVIIW,1,most,BRD-A26423207,['REP.A004_HA1E_24H:P07'],inchikey
NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,VIKNJXKGJWUCNN-XGXHKTLJSA-N,VIKNJXKGJWUCNN,0,no,BRD-A39415247,['REP.A014_HA1E_24H:N13'],inchikey
DALFAMPRIDINE,Nc1ccncc1,NUKYPUAOHBNCPY-UHFFFAOYSA-N,NUKYPUAOHBNCPY,0,no,BRD-K22482860,['REP.A006_HA1E_24H:L13'],inchikey
SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,NCEXYHBECQHGNR-QZQOTICOSA-N,NCEXYHBECQHGNR,1,less,BRD-K10670311,['REP.A005_HA1E_24H:L07'],inchikey
CARBAMAZEPINE,NC(=O)N1c2ccccc2C=Cc2ccccc21,FFGPTBGBLSHEPO-UHFFFAOYSA-N,FFGPTBGBLSHEPO,1,most,BRD-K71799949,['REP.A023_HA1E_24H:N01'],inchikey
DEXAMETHASONE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,UREBDLICKHMUKA,1,less,BRD-A69951442,['REP.A016_HA1E_24H:N01'],inchikey
ACETAMINOPHEN,CC(=O)Nc1ccc(O)cc1,RZVAJINKPMORJF-UHFFFAOYSA-N,RZVAJINKPMORJF,1,less,BRD-K41524689,['REP.A013_HA1E_24H:J19'],inchikey
canagliflozin,Cc1ccc([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1Cc1ccc(-c2ccc(F)cc2)s1,XTNGUQKDFGDXSJ-ZXGKGEBGSA-N,XTNGUQKDFGDXSJ,0,no,BRD-K90868879,['REP.A027_HA1E_24H:M07'],inchikey
empagliflozin,OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,OBWASQILIWPZMG-QZMOQZSNSA-N,OBWASQILIWPZMG,0,no,BRD-K53765467,['REP.A007_HA1E_24H:L07'],inchikey
TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,MKJIEFSOBYUXJB-UHFFFAOYSA-N,MKJIEFSOBYUXJB,1,most,BRD-K95739795,['REP.A028_HA1E_24H:J19'],inchikey
brexpiprazole,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1,ZKIAIYBUSXZPLP-UHFFFAOYSA-N,ZKIAIYBUSXZPLP,1,less,BRD-K00911143,['REP.A012_HA1E_24H:F01'],inchikey
METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,FLOSMHQXBMRNHR-QPJJXVBHSA-N,FLOSMHQXBMRNHR,0,no,BRD-K13356952,['REP.A010_HA1E_24H:G19'],inchikey
VALPROIC ACID,CCCC(CCC)C(=O)O,NIJJYAXOARWZEE-UHFFFAOYSA-N,NIJJYAXOARWZEE,1,less,BRD-K41260949,['REP.A013_HA1E_24H:I07'],inchikey
TERIFLUNOMIDE,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1,UTNUDOFZCWSZMS-YFHOEESVSA-N,UTNUDOFZCWSZMS,1,less,BRD-A42699921,['REP.A007_HA1E_24H:B07'],name_stripped
PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,WKSAUQYGYAYLPV-UHFFFAOYSA-N,WKSAUQYGYAYLPV,1,less,BRD-K88429204,['REP.A026_HA1E_24H:D07'],inchikey
ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,BZKPWHYZMXOIDC-UHFFFAOYSA-N,BZKPWHYZMXOIDC,0,no,BRD-K43457670,['REP.A013_HA1E_24H:M19'],inchikey
LEVOTHYROXINE,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,XUIIKFGFIJCVMT-LBPRGKRZSA-N,XUIIKFGFIJCVMT,1,less,BRD-K30685142,['REP.A009_HA1E_24H:H01'],inchikey
EMTRICITABINE,Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,XQSPYNMVSIKCOC-NTSWFWBYSA-N,XQSPYNMVSIKCOC,0,no,BRD-K61452026,['REP.A015_HA1E_24H:O19'],inchikey
METHOCARBAMOL,COc1ccccc1OCC(O)COC(N)=O,GNXFOGHNGIVQEH-UHFFFAOYSA-N,GNXFOGHNGIVQEH,1,less,BRD-A31521121,['REP.A003_HA1E_24H:C01'],inchikey
LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O,HPHUVLMMVZITSG-LURJTMIESA-N,HPHUVLMMVZITSG,1,less,BRD-K49404994,['REP.A020_HA1E_24H:P07'],inchikey
ANIDULAFUNGIN,CCCCCOc1ccc(-c2ccc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)cc5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)cc2)cc1,JHVAMHSQVVQIOT-MFAJLEFUSA-N,JHVAMHSQVVQIOT,1,less,BRD-A75305484,['REP.A025_HA1E_24H:J07'],inchikey
PENTOXIFYLLINE,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,BYPFEZZEUUWMEJ-UHFFFAOYSA-N,BYPFEZZEUUWMEJ,1,less,BRD-K57569181,['REP.A015_HA1E_24H:G07'],inchikey
CARGLUMIC ACID,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,LCQLHJZYVOQKHU-VKHMYHEASA-N,LCQLHJZYVOQKHU,0,no,BRD-K60240222,['REP.A015_HA1E_24H:N19'],inchikey
GLYCOPYRROLATE,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,ANGKOCUUWGHLCE-UHFFFAOYSA-N,ANGKOCUUWGHLCE,1,less,BRD-A81233518,['REP.A022_HA1E_24H:N19'],inchikey
CHLORTHALIDONE,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,JIVPVXMEBJLZRO-UHFFFAOYSA-N,JIVPVXMEBJLZRO,1,less,BRD-A26384407,['REP.A004_HA1E_24H:O07'],inchikey
DESVENLAFAXINE,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,KYYIDSXMWOZKMP-UHFFFAOYSA-N,KYYIDSXMWOZKMP,1,less,BRD-A98845662,['REP.A026_HA1E_24H:N01'],inchikey
MERCAPTOPURINE,S=c1[nH]cnc2nc[nH]c12,GLVAUDGFNGKCSF-UHFFFAOYSA-N,GLVAUDGFNGKCSF,0,no,BRD-K91601245,['REP.A026_HA1E_24H:K01'],inchikey
CLARITHROMYCIN,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,AGOYDEPGAOXOCK-KCBOHYOISA-N,AGOYDEPGAOXOCK,1,most,BRD-K16762525,['REP.A002_HA1E_24H:H07'],inchikey
LEVONORGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,WWYNJERNGUHSAO-XUDSTZEESA-N,WWYNJERNGUHSAO,0,no,BRD-A14886633,['REP.A010_HA1E_24H:M01'],inchikey
CYPROHEPTADINE,CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,JJCFRYNCJDLXIK-UHFFFAOYSA-N,JJCFRYNCJDLXIK,1,less,BRD-K28143534,['REP.A001_HA1E_24H:H13'],inchikey
SPIRONOLACTONE,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12,LXMSZDCAJNLERA-ZHYRCANASA-N,LXMSZDCAJNLERA,1,less,BRD-A97808748,['REP.A027_HA1E_24H:O07'],inchikey
QUININE SULFATE,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,LOUPRKONTZGTKE-WZBLMQSHSA-N,LOUPRKONTZGTKE,1,most,BRD-K99257182,['REP.A026_HA1E_24H:P01'],inchikey
ETHACRYNIC ACID,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,AVOLMBLBETYQHX-UHFFFAOYSA-N,AVOLMBLBETYQHX,1,less,BRD-K63630713,['REP.A017_HA1E_24H:H07'],inchikey
TRICLABENDAZOLE,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,NQPDXQQQCQDHHW-UHFFFAOYSA-N,NQPDXQQQCQDHHW,1,most,BRD-K81916719,['REP.A021_HA1E_24H:D19'],inchikey
WARFARIN SODIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,PJVWKTKQMONHTI-UHFFFAOYSA-M,PJVWKTKQMONHTI,0,no,BRD-A24514565,['REP.A006_HA1E_24H:P13'],inchikey
SUNITINIB MALATE,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,WINHZLLDWRZWRT-ATVHPVEESA-N,WINHZLLDWRZWRT,1,most,BRD-K42828737,['LJP007_HA1E_24H:I01'],inchikey
DEOXYCHOLIC ACID,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,KXGVEGMKQFWNSR-LLQZFEROSA-N,KXGVEGMKQFWNSR,1,less,BRD-K41170226,['REP.A014_HA1E_24H:P01'],inchikey
PROCHLORPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,WIKYUJGCLQQFNW-UHFFFAOYSA-N,WIKYUJGCLQQFNW,1,less,BRD-K19352500,['REP.A004_HA1E_24H:C01'],inchikey
ABACAVIR SULFATE,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,MCGSCOLBFJQGHM-SCZZXKLOSA-N,MCGSCOLBFJQGHM,1,most,BRD-A95032015,['REP.A028_HA1E_24H:J01'],inchikey
ixazomib citrate,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B1OC(=O)C(CC(=O)O)(CC(=O)O)O1,MBOMYENWWXQSNW-AWEZNQCLSA-N,MBOMYENWWXQSNW,0,no,BRD-K78659596,['REP.A024_HA1E_24H:N13'],name_stripped
CAFFEINE CITRATE,Cn1c(=O)c2c(ncn2C)n(C)c1=O,RYYVLZVUVIJVGH-UHFFFAOYSA-N,RYYVLZVUVIJVGH,1,most,BRD-K02404261,['REP.A012_HA1E_24H:L07'],inchikey
AMIKACIN SULFATE,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,LKCWBDHBTVXHDL-RMDFUYIESA-N,LKCWBDHBTVXHDL,0,no,BRD-A30051119,['REP.A001_HA1E_24H:P01'],inchikey
PROPYLTHIOURACIL,CCCc1cc(=O)[nH]c(=S)[nH]1,KNAHARQHSZJURB-UHFFFAOYSA-N,KNAHARQHSZJURB,0,no,BRD-K48168960,['REP.A007_HA1E_24H:N07'],inchikey
ASENAPINE MALEATE,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1,VSWBSWWIRNCQIJ-UHFFFAOYSA-N,VSWBSWWIRNCQIJ,1,most,BRD-K95260951,['REP.A028_HA1E_24H:I13'],inchikey
TAMOXIFEN CITRATE,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,NKANXQFJJICGDU-QPLCGJKRSA-N,NKANXQFJJICGDU,1,less,BRD-K93754473,['REP.A028_HA1E_24H:F19'],inchikey
NERATINIB MALEATE,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,JWNPDZNEKVCWMY-VQHVLOKHSA-N,JWNPDZNEKVCWMY,0,no,BRD-K85606544,"['LJP005_HA1E_24H:A13', 'REP.A021_HA1E_24H:M19']",inchikey
IMATINIB MESYLATE,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,KTUFNOKKBVMGRW-UHFFFAOYSA-N,KTUFNOKKBVMGRW,1,most,BRD-K92723993,"['LJP006_HA1E_24H:N13', 'REP.A027_HA1E_24H:A19']",inchikey
ZOLPIDEM TARTRATE,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ZAFYATHCZYHLPB-UHFFFAOYSA-N,ZAFYATHCZYHLPB,1,less,BRD-K44876623,['REP.A019_HA1E_24H:A13'],inchikey
Milrinone Lactate,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,PZRHRDRVRGEVNW-UHFFFAOYSA-N,PZRHRDRVRGEVNW,1,most,BRD-K67080878,['REP.A017_HA1E_24H:O13'],inchikey
DIMETHYL FUMARATE,COC(=O)/C=C/C(=O)OC,LDCRTTXIJACKKU-ONEGZZNKSA-N,LDCRTTXIJACKKU,0,no,BRD-K31111078,['REP.A003_HA1E_24H:A07'],inchikey
INDINAVIR SULFATE,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CBVCZFGXHXORBI-PXQQMZJSSA-N,CBVCZFGXHXORBI,1,less,BRD-K33226500,['REP.A003_HA1E_24H:H07'],inchikey
FOSINOPRIL SODIUM,CCC(=O)O[C@@H](O[P@](=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)[O-])C(C)C,BIDNLKIUORFRQP-XYGFDPSESA-M,BIDNLKIUORFRQP,1,less,BRD-A51382177,['REP.A007_HA1E_24H:H07'],inchikey
MYCOPHENOLIC ACID,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2,HPNSFSBZBAHARI-RUDMXATFSA-N,HPNSFSBZBAHARI,1,less,BRD-K63750851,['REP.A028_HA1E_24H:L07'],inchikey
goserelin acetate,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O,BLCLNMBMMGCOAS-URPVMXJPSA-N,BLCLNMBMMGCOAS,1,most,BRD-K99504665,['REP.A027_HA1E_24H:L19'],inchikey
EDOXABAN TOSYLATE,CN1CCc2nc(C(=O)N[C@@H]3C[C@@H](C(=O)N(C)C)CC[C@@H]3NC(=O)C(=O)Nc3ccc(Cl)cn3)sc2C1,HGVDHZBSSITLCT-JLJPHGGASA-N,HGVDHZBSSITLCT,0,no,BRD-K29322660,['REP.A001_HA1E_24H:K19'],inchikey
AMINOCAPROIC ACID,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,SLXKOJJOQWFEFD,1,less,BRD-K64931368,['REP.A017_HA1E_24H:J07'],inchikey
RABEPRAZOLE SODIUM,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C,KNWNQAWYVGYXNR-UHFFFAOYSA-N,YREYEVIYCVEVJK,0,no,BRD-A39390670,['REP.A014_HA1E_24H:M13'],inchikey
IBUTILIDE FUMARATE,CCCCCCCN(CC)CCCC(O)c1ccc(NS(C)(=O)=O)cc1,ALOBUEHUHMBRLE-UHFFFAOYSA-N,ALOBUEHUHMBRLE,1,most,BRD-A74391928,['REP.A025_HA1E_24H:H19'],inchikey
CLOMIPHENE CITRATE,CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,GKIRPKYJQBWNGO-UHFFFAOYSA-N,GKIRPKYJQBWNGO,1,less,BRD-K29950728,['REP.A009_HA1E_24H:E19'],inchikey
TOREMIFENE CITRATE,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,XFCLJVABOIYOMF-QPLCGJKRSA-N,XFCLJVABOIYOMF,1,most,BRD-K51350053,['REP.A007_HA1E_24H:G07'],inchikey
RIMEGEPANT SULFATE,N[C@@H]1c2cccnc2[C@H](OC(=O)N2CCC(n3c(=O)[nH]c4ncccc43)CC2)CC[C@H]1c1cccc(F)c1F,KRNAOFGYEFKHPB-ANJVHQHFSA-N,KRNAOFGYEFKHPB,0,no,BRD-K55781385,['REP.A015_HA1E_24H:A13'],inchikey
ROCURONIUM BROMIDE,C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,YXRDKMPIGHSVRX-OOJCLDBCSA-N,YXRDKMPIGHSVRX,1,less,BRD-K58951486,['REP.A015_HA1E_24H:I13'],inchikey
PRAVASTATIN SODIUM,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,TUZYXOIXSAXUGO-PZAWKZKUSA-M,TUZYXOIXSAXUGO,1,less,BRD-K31447894,['REP.A009_HA1E_24H:J19'],inchikey
FLECAINIDE ACETATE,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,DJBNUMBKLMJRSA-UHFFFAOYSA-N,DJBNUMBKLMJRSA,1,most,BRD-A09472452,['REP.A005_HA1E_24H:I01'],inchikey
NINTEDANIB ESYLATE,COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,XZXHXSATPCNXJR-ZIADKAODSA-N,XZXHXSATPCNXJR,1,most,BRD-K49075727,"['LJP006_HA1E_24H:H01', 'REP.A019_HA1E_24H:L01']",inchikey
ganciclovir sodium,Nc1nc([O-])c2ncn(COC(CO)CO)c2n1,IRSCQMHQWWYFCW-UHFFFAOYSA-M,IRSCQMHQWWYFCW,1,less,BRD-K22662435,['REP.A006_HA1E_24H:L19'],inchikey
Tobramycin Sulfate,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,NLVFBUXFDBBNBW-PBSUHMDJSA-N,NLVFBUXFDBBNBW,0,no,BRD-K96342952,['REP.A027_HA1E_24H:H07'],inchikey
LOSARTAN POTASSIUM,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[n-]2)cc1,MDMTUGIZSFHDIC-UHFFFAOYSA-N,PSIFNNKUMBGKDQ,1,less,BRD-K76205745,['REP.A024_HA1E_24H:H19'],inchikey
etoposide phosphate,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OP(=O)(O)O,LIQODXNTTZAGID-OCBXBXKTSA-N,LIQODXNTTZAGID,0,no,BRD-A33280134,['REP.A011_HA1E_24H:P19'],name_stripped
DABRAFENIB MESYLATE,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,BFSMGDJOXZAERB-UHFFFAOYSA-N,BFSMGDJOXZAERB,1,most,BRD-K09951645,"['LJP009_HA1E_24H:H07', 'REP.A005_HA1E_24H:I19']",inchikey
BISOPROLOL FUMARATE,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,VHYCDWMUTMEGQY-UHFFFAOYSA-N,VHYCDWMUTMEGQY,1,most,BRD-A89175223,['REP.A025_HA1E_24H:F13'],inchikey
SAQUINAVIR MESYLATE,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-UGJKXSETSA-N,QWAXKHKRTORLEM,1,most,BRD-A26690767,['REP.A001_HA1E_24H:E13'],inchikey
ABIRATERONE ACETATE,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@@H]3[C@@H]2CC[C@]2(C)C(c4cccnc4)=CC[C@@H]32)C1,UVIQSJCZCSLXRZ-UBUQANBQSA-N,UVIQSJCZCSLXRZ,1,less,BRD-K16133773,['REP.A002_HA1E_24H:C13'],inchikey
RASAGILINE MESYLATE,C#CCN[C@@H]1CCc2ccccc21,RUOKEQAAGRXIBM-GFCCVEGCSA-N,RUOKEQAAGRXIBM,1,less,BRD-K58114536,['REP.A015_HA1E_24H:H19'],inchikey
OXYBUTYNIN CHLORIDE,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,XIQVNETUBQGFHX-UHFFFAOYSA-N,XIQVNETUBQGFHX,1,most,BRD-A65013509,['REP.A017_HA1E_24H:I19'],inchikey
TOFACITINIB CITRATE,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,UJLAWZDWDVHWOW-YPMHNXCESA-N,UJLAWZDWDVHWOW,1,most,BRD-K36280065,['REP.A003_HA1E_24H:P01'],inchikey
QUETIAPINE FUMARATE,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,URKOMYMAXPYINW-UHFFFAOYSA-N,URKOMYMAXPYINW,1,less,BRD-K68867920,['REP.A023_HA1E_24H:E01'],inchikey
DOCETAXEL ANHYDROUS,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,ZDZOTLJHXYCWBA-VCVYQWHSSA-N,ZDZOTLJHXYCWBA,1,less,BRD-A05821830,['REP.A011_HA1E_24H:H13'],inchikey
PENICILLIN G SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-],JGSARLDLIJGVTE-MBNYWOFBSA-M,JGSARLDLIJGVTE,1,less,BRD-K55191674,['REP.A016_HA1E_24H:L19'],inchikey
DOLUTEGRAVIR SODIUM,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c([O-])c3C(=O)N12,RHWKPHLQXYSBKR-BMIGLBTASA-M,RHWKPHLQXYSBKR,0,no,BRD-K36386086,['REP.A003_HA1E_24H:P07'],inchikey
