query_name,parent_smiles,inchi_key,inchikey_block,cardiotox_label,DICT_Concern,pert_id,sig_ids,match_method
Nalbuphine Hydrochloride,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,NETZHAKZCGBWSS-CEDHKZHLSA-N,NETZHAKZCGBWSS,1,less,BRD-K66404838,['REP.A018_HA1E_24H:N01'],inchikey
IRINOTECAN HYDROCHLORIDE,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,UWKQSNNFCGGAFS-XIFFEERXSA-N,UWKQSNNFCGGAFS,1,less,BRD-K08547377,['REP.A005_HA1E_24H:C13'],inchikey
AMIODARONE HYDROCHLORIDE,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,IYIKLHRQXLHMJQ,1,less,BRD-K17561142,['REP.A002_HA1E_24H:K13'],inchikey
IVABRADINE HYDROCHLORIDE,COc1cc2c(cc1OC)CC(=O)N(CCCN(C)C[C@H]1Cc3cc(OC)c(OC)cc31)CC2,ACRHBAYQBXXRTO-OAQYLSRUSA-N,ACRHBAYQBXXRTO,1,most,BRD-K31385749,['REP.A003_HA1E_24H:B19'],inchikey
FINGOLIMOD HYDROCHLORIDE,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,KKGQTZUTZRNORY-UHFFFAOYSA-N,KKGQTZUTZRNORY,1,most,BRD-K88025533,['REP.A008_HA1E_24H:N07'],inchikey
LOPERAMIDE HYDROCHLORIDE,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,RDOIQAHITMMDAJ-UHFFFAOYSA-N,RDOIQAHITMMDAJ,1,most,BRD-K61250553,['REP.A015_HA1E_24H:O13'],inchikey
METHYLNALTREXONE BROMIDE,C[N+]1(CC2CC2)CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,JVLBPIPGETUEET-GAAHOAFPSA-O,JVLBPIPGETUEET,1,less,BRD-K33732501,['REP.A003_HA1E_24H:J01'],inchikey
NEFAZODONE HYDROCHLORIDE,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,VRBKIVRKKCLPHA-UHFFFAOYSA-N,VRBKIVRKKCLPHA,1,less,BRD-K90789829,['REP.A008_HA1E_24H:P19'],inchikey
ATOMOXETINE HYDROCHLORIDE,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,VHGCDTVCOLNTBX-QGZVFWFLSA-N,VHGCDTVCOLNTBX,1,most,BRD-K20141153,['REP.A004_HA1E_24H:E07'],inchikey
RIMANTADINE HYDROCHLORIDE,CC(N)C12CC3CC(CC(C3)C1)C2,UBCHPRBFMUDMNC-UHFFFAOYSA-N,UBCHPRBFMUDMNC,1,less,BRD-A75479906,['REP.A025_HA1E_24H:I13'],inchikey
NICARDIPINE HYDROCHLORIDE,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,ZBBHBTPTTSWHBA-UHFFFAOYSA-N,ZBBHBTPTTSWHBA,1,most,BRD-A26711594,['REP.A001_HA1E_24H:E19'],inchikey
DAPAGLIFLOZIN PROPANEDIOL,CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,JVHXJTBJCFBINQ-ADAARDCZSA-N,JVHXJTBJCFBINQ,0,no,BRD-K46604138,['REP.A019_HA1E_24H:F13'],inchikey
PROPRANOLOL HYDROCHLORIDE,CC(C)NCC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-N,AQHHHDLHHXJYJD,1,most,BRD-A10070317,['REP.A005_HA1E_24H:L01'],inchikey
TICLOPIDINE HYDROCHLORIDE,Clc1ccccc1CN1CCc2sccc2C1,PHWBOXQYWZNQIN-UHFFFAOYSA-N,PHWBOXQYWZNQIN,0,no,BRD-K00603606,['REP.A012_HA1E_24H:D07'],inchikey
saxagliptin hydrochloride,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,QGJUIPDUBHWZPV-SGTAVMJGSA-N,QGJUIPDUBHWZPV,1,most,BRD-A82156122,['REP.A022_HA1E_24H:P13'],inchikey
apomorphine hydrochloride,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-N,VMWNQDUVQKEIOC,1,most,BRD-K76022557,['REP.A024_HA1E_24H:H13'],inchikey
Granisetron Hydrochloride,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,MFWNKCLOYSRHCJ-UHFFFAOYSA-N,MFWNKCLOYSRHCJ,1,most,BRD-A10967948,['REP.A005_HA1E_24H:M07'],inchikey
NEOSTIGMINE METHYLSULFATE,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,ALWKGYPQUAPLQC-UHFFFAOYSA-N,ALWKGYPQUAPLQC,1,less,BRD-K18922609,['REP.A006_HA1E_24H:A13'],inchikey
rilpivirine hydrochloride,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,YIBOMRUWOWDFLG-ONEGZZNKSA-N,YIBOMRUWOWDFLG,0,no,BRD-K06240250,['REP.A011_HA1E_24H:H19'],inchikey
CLINDAMYCIN HYDROCHLORIDE,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)N(C)C1,KDLRVYVGXIQJDK-AWPVFWJPSA-N,KDLRVYVGXIQJDK,0,no,BRD-A52252998,['REP.A016_HA1E_24H:F01'],inchikey
OMACETAXINE MEPESUCCINATE,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,HYFHYPWGAURHIV-JFIAXGOJSA-N,HYFHYPWGAURHIV,1,less,BRD-K76674262,['REP.A025_HA1E_24H:L07'],inchikey
PROCAINAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1ccc(N)cc1,REQCZEXYDRLIBE-UHFFFAOYSA-N,REQCZEXYDRLIBE,1,most,BRD-K75089421,['REP.A024_HA1E_24H:F13'],inchikey
BENDAMUSTINE HYDROCHLORIDE,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,YTKUWDBFDASYHO-UHFFFAOYSA-N,YTKUWDBFDASYHO,1,less,BRD-K17068645,['REP.A002_HA1E_24H:J01'],inchikey
MECAMYLAMINE HYDROCHLORIDE,CNC1(C)C2CCC(C2)C1(C)C,IMYZQPCYWPFTAG-UHFFFAOYSA-N,IMYZQPCYWPFTAG,1,less,BRD-A20119038,['REP.A004_HA1E_24H:E01'],inchikey
THIORIDAZINE HYDROCHLORIDE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,KLBQZWRITKRQQV-UHFFFAOYSA-N,KLBQZWRITKRQQV,1,most,BRD-A84481105,['REP.A020_HA1E_24H:H01'],inchikey
MOXIFLOXACIN HYDROCHLORIDE,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,FABPRXSRWADJSP-MEDUHNTESA-N,FABPRXSRWADJSP,1,most,BRD-K66615216,['REP.A018_HA1E_24H:N13'],inchikey
MITOXANTRONE HYDROCHLORIDE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,KKZJGLLVHKMTCM-UHFFFAOYSA-N,KKZJGLLVHKMTCM,1,most,BRD-K21680192,"['LJP005_HA1E_24H:C19', 'LJP006_HA1E_24H:C19', 'LJP007_HA1E_24H:B04', 'LJP008_HA1E_24H:B04', 'LJP009_HA1E_24H:B04', 'REP.A006_HA1E_24H:I13']",inchikey
DAUNORUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,STQGQHZAVUOBTE-VGBVRHCVSA-N,STQGQHZAVUOBTE,1,most,BRD-A68009927,['REP.A008_HA1E_24H:A07'],inchikey
CLOMIPRAMINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-N,GDLIGKIOYRNHDA,1,less,BRD-K52989797,['REP.A007_HA1E_24H:I19'],inchikey
FEXOFENADINE HYDROCHLORIDE,CC(C)(C(=O)O)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,RWTNPBWLLIMQHL-UHFFFAOYSA-N,RWTNPBWLLIMQHL,0,no,BRD-A73368467,['REP.A022_HA1E_24H:L07'],inchikey
CIPROFLOXACIN HYDROCHLORIDE,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,MYSWGUAQZAJSOK-UHFFFAOYSA-N,MYSWGUAQZAJSOK,1,most,BRD-K04804440,['REP.A011_HA1E_24H:C13'],inchikey
AMITRIPTYLINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,KRMDCWKBEZIMAB-UHFFFAOYSA-N,KRMDCWKBEZIMAB,1,most,BRD-K53737926,['REP.A007_HA1E_24H:L01'],inchikey
NORTRIPTYLINE HYDROCHLORIDE,CNCCC=C1c2ccccc2CCc2ccccc21,PHVGLTMQBUFIQQ-UHFFFAOYSA-N,PHVGLTMQBUFIQQ,1,most,BRD-K91263825,['REP.A026_HA1E_24H:J07'],inchikey
PRAMIPEXOLE DIHYDROCHLORIDE,CCCN[C@H]1CCc2nc(N)sc2C1,FASDKYOPVNHBLU-ZETCQYMHSA-N,FASDKYOPVNHBLU,1,less,BRD-K06388322,['REP.A011_HA1E_24H:I07'],inchikey
PROTRIPTYLINE HYDROCHLORIDE,CNCCCC1c2ccccc2C=Cc2ccccc21,BWPIARFWQZKAIA-UHFFFAOYSA-N,BWPIARFWQZKAIA,1,less,BRD-K42098891,['REP.A013_HA1E_24H:L01'],inchikey
Erythromycin Ethylsuccinate,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,NSYZCCDSJNWWJL-YXOIYICCSA-N,NSYZCCDSJNWWJL,1,most,BRD-K51677086,['REP.A016_HA1E_24H:C07'],inchikey
DIETHYLPROPION HYDROCHLORIDE,CCN(CC)C(C)C(=O)c1ccccc1,XXEPPPIWZFICOJ-UHFFFAOYSA-N,XXEPPPIWZFICOJ,1,most,BRD-A37288617,['REP.A007_HA1E_24H:F01'],inchikey
CHLORPROMAZINE HYDROCHLORIDE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-N,ZPEIMTDSQAKGNT,1,less,BRD-K89997465,['REP.A026_HA1E_24H:G07'],inchikey
DEXMEDETOMIDINE HYDROCHLORIDE,Cc1cccc([C@H](C)c2c[nH]cn2)c1C,CUHVIMMYOGQXCV-NSHDSACASA-N,CUHVIMMYOGQXCV,1,most,BRD-A21607826,['REP.A006_HA1E_24H:I07'],inchikey
ESTRAMUSTINE PHOSPHATE SODIUM,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)([O-])[O-],ADFOJJHRTBFFOF-RBRWEJTLSA-L,ADFOJJHRTBFFOF,1,most,BRD-K00077635,['REP.A012_HA1E_24H:A07'],inchikey
TRAMETINIB DIMETHYL SULFOXIDE,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,LIRYPHYGHXZJBZ-UHFFFAOYSA-N,LIRYPHYGHXZJBZ,1,most,BRD-K12343256,['LJP005_HA1E_24H:P19'],inchikey
TRIFLUOPERAZINE HYDROCHLORIDE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-N,ZEWQUBUPAILYHI,1,less,BRD-K89732114,['REP.A007_HA1E_24H:M07'],inchikey
DABIGATRAN ETEXILATE MESYLATE,CCCCCCOC(=O)NC(=N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,KSGXQBZTULBEEQ-UHFFFAOYSA-N,KSGXQBZTULBEEQ,1,most,BRD-K57041787,['REP.A015_HA1E_24H:F13'],inchikey
CYCLOBENZAPRINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,JURKNVYFZMSNLP-UHFFFAOYSA-N,JURKNVYFZMSNLP,1,less,BRD-K42348709,['REP.A013_HA1E_24H:L07'],inchikey
Trimethobenzamide Hydrochloride,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,FEZBIKUBAYAZIU-UHFFFAOYSA-N,FEZBIKUBAYAZIU,0,no,BRD-K34415467,['REP.A008_HA1E_24H:D19'],inchikey
LORCASERIN HYDROCHLORIDE ANHYDROUS,C[C@H]1CNCCc2ccc(Cl)cc21,XTTZERNUQAFMOF-QMMMGPOBSA-N,XTTZERNUQAFMOF,1,most,BRD-K55013654,['REP.A016_HA1E_24H:K13'],inchikey
ANAGRELIDE HYDROCHLORIDE ANHYDROUS,O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,OTBXOEAOVRKTNQ,1,most,BRD-K62200014,['REP.A018_HA1E_24H:B13'],inchikey
MILNACIPRAN HYDROCHLORIDE; milnacipran hydrochloride,CCN(CC)C(=O)C1(c2ccccc2)CC1CN,GJJFMKBJSRMPLA-UHFFFAOYSA-N,GJJFMKBJSRMPLA,1,less,BRD-A15202882,['REP.A010_HA1E_24H:O07'],inchikey
