,780,7849,6193,23,9552,387,10921,10285,533,6194,23326,351,1213,9761,1465,808,5792,3337,7494,2896,3098,11014,6500,823,813,1509,4144,3925,1891,8826,3303,3329,1153,5720,5048,10525,5708,2058,5710,5223,6772,2288,3895,10972,226,10099,2778,3091,16,6184,10606,10904,3033,2771,9491,10398,4313,6599,9375,8396,5829,9276,5211,10857,3693,5355,4780,4154,4836,8553,54386,25793,5654,4043,8804,5111,5641,3611,481,6856,7296,23386,7153,10494,10969,23365,6342,10730,79073,7165,10491,10131,3482,26227,26020,6659,847,6009,9261,9805,3725,6464,8878,5547,7874,4792,10146,9868,6117,7538,1845,10765,4172,25932,22883,3398,1635,2195,8243,11188,11137,23463,8607,8720,3638,10670,8870,9246,10051,9097,1958,4860,1786,896,8508,4605,2037,1994,9703,7157,6118,10797,5721,1616,60528,9918,9813,11325,3930,9467,9690,949,51097,6603,10276,3066,3315,3988,664,994,23300,10953,9019,3597,84722,7319,80347,10489,23077,10180,5236,4651,6251,1956,9897,2131,23013,5782,11344,7082,4232,230,5927,26064,329,1514,54623,332,5899,23647,392,8895,25,66008,5831,23636,5108,642,9961,55746,8985,5525,9688,10123,22889,1398,10523,5347,10221,1019,6812,6944,3028,1026,1277,26054,64746,1445,1454,1861,9697,79921,10007,5997,55324,10915,7398,9817,7994,25874,4609,10237,5359,1666,2065,11098,11044,8727,8518,10450,3300,6616,9275,2582,3156,5580,9217,4638,6284,8204,27336,102,55837,5054,10513,11073,5440,3383,4893,9926,5699,6390,5921,2958,4864,2961,8731,29890,9943,8446,9133,8349,5770,26136,2673,3978,11142,8974,10682,5257,8503,7485,2817,23224,836,30836,7750,5019,23530,7867,3628,22908,5566,65123,10617,2548,6894,291,2542,5106,3251,2184,10775,991,9267,54541,9053,4817,4927,7466,976,2956,9917,5300,2109,2356,2274,1429,11065,5993,9915,5836,57804,10434,11319,5796,8914,6793,7158,6988,8050,9903,22796,10059,2185,9924,79080,7159,4891,9517,3800,5925,6908,8520,10298,7077,23378,6275,11041,10058,5373,9650,5985,983,8869,5601,7088,5050,3566,10641,1001,10589,1676,9695,9653,9710,4850,9988,1633,6990,25805,10559,8440,9270,5529,10153,10245,7358,22823,2146,26292,11072,8835,6195,348,3280,8624,6304,1643,890,256364,11230,6697,22905,9801,9702,27095,24149,6810,9670,5092,4331,178,4016,4783,1459,5867,5423,3480,2263,10150,9797,10206,3162,4925,596,5982,8324,5261,1647,3909,6499,701,10165,23635,10270,10954,22841,23011,57149,5909,6919,4794,6182,22926,1052,10681,1846,1050,10810,5613,8884,4216,6790,902,7016,8318,2309,55556,3454,1017,79071,5366,5289,1385,5290,2946,8061,8321,23659,6622,4312,5287,960,1802,5480,672,10610,9641,2264,9016,10668,11007,65057,7020,6461,9738,3775,993,9851,4690,6804,5743,5607,9854,9712,355,5498,10329,10845,9183,9833,899,5883,10732,10782,3385,1662,79090,8851,22809,6777,9134,11157,10320,1062,3815,3682,3553,4998,10046,6443,5891,958,8800,1212,965,5357,5110,5971,2769,8821,874,1111,4088,1605,5255,4303,9488,5154,843,2690,727,695,10557,51375,4846,57147,211,9143,670,11232,9221,4776,8900,5427,9093,22887,6050,5889,2042,5583,2523,154,2553,1950,9928,2115,1452,9448,2745,5777,10898,9170,1677,23443,10013,2736,1029,1870,1021,207,840,10318,7015,5788,7048,4775,5880,9533,4791,6850,8573,8202,5715,5627,22794,4582,7982,4931,4208,11261,8091,835,51599,10892,9519,1500,57019,581,5468,6709,1981,10493,23499,142,2222,3312,9124,1983,595,54499,5018,998,1831,5747,128,7905,1848,3122,51382,54205,831,3964,8678,501,6774,10049,50813,5696,7511,5900,11151,51031,1738,7866,7105,1027,9128,1534,4125,79143,2353,84617,873,10227,10174,9126,2810,2063,7106,4616,11168,3551,572,6813,10057,11004,2887,9181,9212,8569,6119,5873,50810,2954,23212,8726,2770,58497,2048,2625,39,5058,1070,868,2624,7043,2920,85236,310,6696,22827,8837,5588,5603,2534,116832,5321,8444,4200,47,11200,2852,10362,4067,2886,51635,7168,3308,10962,1022,8480,652,622,637,644,23658,10190,9112,7852,1282,26001,147179,23061,9289,90861,57178,23244,3486,23039,1399,25839,94239,23014,27032,27346,23512,200081,7027,9686,89910,26128,200734,23522,23131,84890,23200,26036,23029,84159,1123,93487,54505,23338,25976,55818,5096,9842,23210,30849,23271,23325,6509,10973,91137,23076,8312,23142,8550,25966,23335,6832,23097,57215,9847,5438,5986,22934,11011,7074,3206,91949,148022,55958,23161,6714,81544,5331,6909,323,23149,388650,427,6597,6657,3202,375346,27109,93594,4793,2017,10038,8574,30,25803,5898,2113,891,7690,9637,50814,1759,29978,23139,23321,3508,2908,23368,6347,2064,23223,9455,7416,9709,2597,3108,3416,51335,55748,56889,55256,11031,23585,51495,10652,58533,28969,51465,51466,25825,4282,55011,51719,55699,1829,23588,9531,10695,51056,10273,51070,58478,51170,58472,51116,79902,51024,51203,51021,51569,64943,26993,56654,55608,51071,54881,55148,23670,57761,55893,56997,51015,80212,51026,51282,7376,25987,64429,55111,51422,26520,27244,51053,79174,53343,55038,29937,64781,29103,50865,1788,54442,30001,51293,79947,29082,63874,79600,55127,55847,6839,51160,54512,64428,79643,29763,10112,29911,54957,10451,54733,56940,10644,55012,27242,79850,4851,55129,11284,1906,60493,79006,8270,5827,51005,79170,79187,29928,80204,64080,79094,4482,55008,51001,23536,55033,56924,5716,26511,55604,80746,54807,80758,54438,6676,57192,51385,11182,63933,54850,29916,55179,29083,7099,79961,55825,51742,10818,81533,665,10776,64422,10813,80349,1978,83743,57406,23410,8996,55620,23597,124583,54915,3157,85377,55793,466,54681,11000,6915,6253,7264,5467,2767,23038,57048,79716
O=C(O)c1cccnc1,-0.23529999,0.16049999,-0.50194997,-1.4932499,-0.73805,-0.11245,-2.66955,-0.44125,-1.00225,0.00035,-0.83505,-0.8506,-0.89750004,-0.7176,-0.33725,0.6393,1.3383,-0.84325004,0.32084998,0.5758,-0.92195,-0.095800005,-0.42830002,0.87105,1.1708,-0.7769,0.05975002,0.2923,0.5021,-0.5673,-0.6052,-0.08835,-0.52115,0.21555,0.35135,-0.07854998,-0.80480003,-0.9926,-0.676,-0.6745,0.08145,0.80325,-0.15919998,1.30255,-0.6063,-0.31165,-0.98469996,-0.67069995,0.6836,-0.67105,-0.33384997,-0.0006499998,1.0276,-0.81560004,0.089200005,-0.20040001,0.3229,0.3024,-0.82339996,-0.1542,0.27745,-0.4188,-0.6277,-0.48084998,-0.1397,1.2932,1.0668,0.4501,-0.5568,0.34504998,0.22479999,-0.53040004,-0.47115,-0.22619998,-0.40935,-0.3295,-0.37655002,0.4271,0.28919998,0.046650004,-2.11265,-0.3133,-0.69965,-0.57715,-0.21859998,-0.27735,0.26900002,0.0975,-0.3226,-0.79085,-0.4262,-0.91915,0.15994999,0.043999992,1.2033501,0.6603,-0.93955004,0.8282,0.63325,-0.10494998,-0.50584996,1.1289,-0.5537,0.41645002,-0.48685002,0.15055001,-2.2328,-1.36655,-0.47465003,-0.0467,-0.47945,-0.67655003,0.4948,-1.24475,0.1269,-0.106350005,-1.22725,1.2390499,0.37474996,-0.69535005,-0.57815,-0.82655,1.0202,0.15740001,0.51605,-3.5713,0.27275,0.365,-1.42945,-0.9101,0.3604,-0.16945001,0.09745002,0.3074,0.11399999,1.0246,-0.12214999,-0.67544997,-0.62405,0.4694,1.9071,0.2653,-0.0049500167,1.07435,0.1977,-0.42255,0.49465,-0.256,-0.79864997,0.5942,-1.1991501,0.27980003,-0.9346,0.79425,-0.106050014,-0.74705,-0.15575,0.51484996,0.062250003,-0.83115,0.3518,-0.51479995,-1.209,2.7005,-2.2853498,-0.75589997,1.10535,-1.15275,-0.24635,-0.32520002,0.06040001,-0.4112,-0.584,-0.3885,-0.09005,-0.17224997,-0.56315,-0.787,-0.39229995,-0.9697,-0.45915,0.90265,4.59775,0.79920006,-0.46855003,-0.0866,-0.82865,-0.3247,-0.30585003,-0.2565,-0.5586,-0.97305,-0.35425,-1.6853,-0.04705,-0.07785,0.69629997,-0.65445,-0.045899987,-0.7059,-0.28655002,0.6055,0.47779998,0.17480001,0.1416,-0.7424,-0.14824998,-0.72475004,0.5193,-0.0176,-0.021250002,0.19705,-1.0406,-0.38764998,0.33725,-1.0560501,-1.6298,0.3822,-0.4318,-0.76555,0.5998,-2.3135,-0.34234998,-0.20015001,-1.2846,-1.3302499,-0.5872,-0.5267,-0.072650015,-1.06025,-0.46920002,-1.2149,0.061650008,1.06415,0.4425,0.10235,0.60625,0.46489996,-0.06545,-0.53945,-0.61035,5.32265,-0.67974997,-1.14825,0.63135,-1.14175,-0.4179,-0.1095,0.022200048,-0.3193,0.51795,-0.0138500035,0.7385,-0.2748,0.18669996,-1.41065,-0.57215,0.43205,-0.42685002,0.5505,-0.20220003,-0.65935,-0.09425001,-0.43559998,-0.34985,-0.29925,0.23225,-0.59080005,-0.45145002,0.2503,-0.48455,5.53065,-0.05675,-0.627,-0.5181,-0.5465,-0.4232,-0.3242,-0.0636,-0.19275,0.47725,0.83805,0.98594993,0.07225,0.072699964,-1.2032499,-0.65695,-0.20674999,-0.70125,-0.14505,-0.36085,-0.5829,0.23700002,-0.745,-0.0915,0.72499996,-0.26115,0.14185,-0.11380005,0.6183,0.3793,0.5161,-0.75315,-5.5712,-0.39985,0.37809998,-0.0010999739,0.36,-0.56645,0.32995,-0.204,-0.2031,0.10259998,-0.40929997,-2.77405,-0.90045,0.7529,0.39404997,-1.4598,0.29385,0.84295,0.37719998,-0.39805,-5.78305,0.34399998,-0.25865,0.91830003,0.5964,-0.038850002,0.017199993,-0.5771,-0.42589998,0.20050001,0.2658,0.005850002,1.0029,-0.47140002,0.19125,-0.96834993,0.6009,-0.6072,0.565,-0.34370002,0.92645,-0.32189998,0.41945004,-0.98835003,0.63215,-0.1476,0.041650012,0.7887,0.78155,0.19935,-0.33415,-0.030749999,0.0852,-0.6423,-0.3863,-0.4831,-0.45209998,-0.6361,-1.1724,-0.13615,-0.70425,-0.32145,0.4341,-0.5123,-0.7057,0.1338,1.1237,-0.1991,0.64925003,-0.50804996,-5.1695,-0.94875,0.34625,0.6232,0.33025,0.13709998,0.15165,-0.44035,-0.623,-0.051649988,0.70715,2.3392,0.09844999,0.29345,-0.84425,-0.09009999,-0.79395,-0.3017,0.32535,-0.4083,0.2231,0.42865,0.15249997,-0.16705,0.67655003,1.0916001,1.22,0.49054998,2.2738,0.24180001,0.11845,0.67445004,0.45895004,0.22819999,-0.46125,-0.85725003,1.8547499,-0.153,0.39795,2.18455,-0.7655,-0.9546,-1.3815999,-1.45385,3.06345,-0.1306,-0.38009995,-1.08255,-0.21785,-0.60835004,1.9382,5.03045,1.22825,0.09345,-0.50485003,0.60785,-0.029649999,0.25075,-0.19364999,-0.20815,-1.1444,0.61075,-0.2564,-0.2666,-0.29515,-3.4755,-0.026749998,0.37505,-0.019199997,-0.29315,0.08669996,-1.85445,0.61620003,0.97565,0.3675,0.12450001,-0.21329999,0.71985,-0.71915,-0.27324998,-0.26524997,-3.2662,0.26889998,2.1929,-0.012949996,-0.33815,-0.18994999,0.86579996,-0.634,0.45940003,1.11605,0.79855007,-0.3387,-0.13435,0.2921,-0.06364998,-0.35564998,-1.7174,0.100250006,0.10789999,2.0018,-0.86275,1.0850999,-0.8474,-1.4414,0.37739998,-0.42639998,0.65070003,-0.43629998,0.006000012,-0.56655,1.56985,-0.015050001,-0.95685,1.2663001,4.5344,-0.6158,0.2958,0.9044,0.010849997,0.50075,-0.11579999,-0.755,-0.56765,0.14695,-1.1918,-0.25959998,-0.0308,-0.9914,0.7804,0.61,4.93385,-0.51455,1.05355,-0.54864997,0.03275,0.37234998,-0.43219998,-0.21629998,-0.1169,1.1568999,1.30845,-1.76695,-0.16770001,-0.8129,-0.48360002,1.1212,0.29455,-1.13915,0.49315,0.9343501,0.047399998,-0.013549998,0.72650003,0.09825,-0.4731,0.22504999,0.8132,-0.67395,0.1507,-0.33615,5.3347,0.9165,-0.25255,-1.7534499,0.52005,0.05815001,0.62074995,-0.22184998,0.39155,1.07355,-1.12515,-0.35410002,-0.18685001,-4.11345,0.3258,0.008750007,0.68625,-1.9855,1.63095,4.0643,0.5963,0.4113,-0.26985,-0.53945,0.041949995,-0.21939999,-0.33765,0.801,-0.18985,2.5434,-0.64489996,-0.7642,-0.59129995,0.5637,-0.69229996,0.18704998,-0.44155002,-1.24715,1.0664,-0.14674999,0.45139998,1.5722001,5.3828497,-0.1908,0.6208,-0.3791,-0.41865,-0.13155,0.6971,1.0107499,-0.12575,0.50839996,-1.42355,0.87345,0.030699998,0.72935003,4.2469997,-2.80035,-0.20975,-0.1593,0.07975,0.36119998,-0.088,0.12855,0.80869997,-0.5716,0.3001,-0.30369997,1.11025,0.3735,0.019600004,-0.28505,0.45465,-0.31705,0.30275,-0.21670002,-0.132,-0.37800002,0.31645,-0.82185,0.80695,1.09735,-0.2512,0.103000015,-0.14645,5.14805,-0.148,0.16730002,1.1937001,1.1455,-1.6335001,0.6721,-0.35145003,0.26595,5.5563498,0.2512,-2.4277,-1.02145,0.12025002,-0.88355,-5.34465,-0.74515,-0.33715,0.53625,-0.10785,-1.61285,-0.23809999,-0.28365,-0.18589999,0.64795,-0.85765004,-0.48435003,-0.2495,-1.0215,-0.36705005,0.80155003,-5.30335,-0.4383,-0.15965,0.39890003,-0.20099998,-0.23324999,-0.68965,3.87805,-1.0352,-0.16825001,-0.2257,0.030900002,-0.7665,-0.50725,0.026449978,-0.38545,-0.6793,-0.6092,-1.0733,-0.86869997,0.63655,-0.81885,0.7252,0.019250002,0.021800011,0.1811,0.6142,0.96215,2.9896,-0.63334996,-0.7782,-1.0561,-0.50185,0.44925,-1.2224,4.49785,-0.19825,-0.99145,0.6466,2.15575,-0.80165,-0.37215,-0.27454996,-0.88435,-5.2557,0.94725,0.23964998,0.37150002,0.009100005,-0.027249992,-0.36484998,0.5583,-0.17574999,-0.66765,2.1415,0.6925,0.2751,0.1607,0.24600002,-0.2921,-0.47280002,0.0,0.010349989,-1.52085,-1.36985,0.41259998,0.39005,0.99095,0.20324999,-0.39235002,1.71,1.3189,-1.28185,0.08389999,-1.043,-1.7008,0.12529999,0.1828,-1.02465,0.0579,0.24105,-0.4977,-0.43785,0.6409,0.34129998,4.6061997,0.008249998,-0.343,1.101,-0.41555,1.9271,0.021899998,-0.46130002,-0.51785004,-0.0816,-0.34345,-0.51605,0.85854995,0.41265002,-1.12605,-0.58065,0.44575003,-0.06385,0.43800002,0.023499966,-0.1858,-1.08995,-0.19725001,1.39625,0.51919997,5.06945,-0.20444998,-0.09165001,-0.106500015,0.7558,-0.14405,-0.6498,0.7241,-0.0051500015,-0.818,0.536,1.1035,-1.57145,1.5455999,0.12280001,1.95415,-1.31925,0.89545,0.35575,3.4077,1.1631,1.7258,-0.05235,-0.76475,-0.35355002,0.40135,-0.4273,0.042600006,1.1471001,-0.27205002,0.89084995,-0.38924998,0.15059999,-0.344,-0.8187,-0.6202,-2.5051,0.0004500039,0.36139998,0.5731,-3.52745,0.037499994,-0.3436,0.18125,-0.08544999,0.033700004,-1.3179001,0.22990003,-0.20915002,0.70165,0.16070002,-1.3843,0.4933,0.3992,-3.17935,0.00035,0.14155,0.9754,-4.33755,0.75450003,0.71165,0.16535002,0.58965003,0.0033499897,0.57089996,-0.54435,-1.1379,3.6985002,-0.27055,-1.01285,-0.64435,-0.1837,0.25685,-4.273,0.092099965,-0.3275,1.0765,-0.37449998,1.52285,0.043999985,-0.2675,-0.8261,-0.059350014,-1.30895,-0.07929999,-1.29435,-4.76675,-0.17300001,0.34525,-0.13795,-5.09,-0.5104,-1.2436,-0.9721,-1.13815,0.50640005,-0.18585001,0.5704,0.03364998,0.60165,0.82254994,-0.71559995,0.0343,-1.1388,0.1254,0.22565,-0.14150001,0.64119995,0.64115,1.5289,0.61660004,0.2446,5.18235,1.1077,1.05375,0.65505,0.026550025,-1.54515,-1.0077,-0.16659999,-0.49895,-0.90975,-0.6867,5.0008297e-05,-1.8827001,-0.4719,-4.8429,0.73609996,0.23189998,0.21695,-0.90285003,-0.069850005,-0.5157,-0.31009996,1.62005,5.52175,0.26075,0.5833,-2.05685,0.49695,-0.26355,-0.1851,0.20224999,-0.08405,-0.060500026,-0.4451,-0.4271,-0.62810004,-1.3315,-0.20560001,-0.59805,-0.22295,-0.55125,0.2423,0.0055000037,-1.5139,0.5656,0.40175003,-0.09750001,-0.30155003,-0.4864,-0.2548,-0.9404,0.58465,0.51105,0.67254996,-0.48085,5.12695,0.122699976,1.7759,0.103750005,1.597,-0.07160002,-0.95634997,0.21170002,2.00355,-0.4548,0.55805,0.6127,-0.43155,0.75114995,-0.21864998,1.33815,-0.64105,-0.09349999,-0.7049,0.009950012,0.58485,0.38855,0.37534997,0.1551,4.6627502,0.87310004,0.2243,0.2211,-0.31855002,0.31285,-0.21964999,-0.4881,-0.5483,-0.00850001,0.11954999,-4.7468,-0.43275,0.1614,-0.014200002,-0.556,0.34600002,-0.61425,-0.5226,0.12924999,0.06995,-0.48984998,-1.2632,-0.0036000013,0.16635,0.355,-0.4009
